ordering,previous,next,collection,archeCollection,file1,file2,imageSize,px,titleOriginal,titleDe,titleGr,descriptionDe,descriptionGr,singatureInv,oenbLink,photographDe,photographWikidata,photographGr,dateStart,dateEnd,date,placeRegionDe,placeRegionDeARCHE,placeRegionID,placeGeonames,placeRegionWikidata,coordinates,placeRegionGr,countryDe,countryID,countryGeonames,countryWikidata,countryGr,countryHistoryDe,countryHistoryID,countryHistoryWikidata,countryHistoryGr,journalFile1,journalTitle1,journalSignature1,journalLink,relation1,persons,journalFile2,journalTitle2,journalSignature2,relation2
0022. Irakleio,0021. Rethimno,0023. Irakleio,Fotos_0001-0028,Fotos_1-28,00000021.tif,00000022.tif,"10,4cm x 13,4cm",5016px x 6480px,22. Candia.,22. Candia [Irakleio].,22. Ηράκλειο.,,,OeNB: Cod. Ser. 54103/11,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,15.08.1901,15.08.1901,15.08.1901,Irakleio,Irakleio,https://id.acdh.oeaw.ac.at/place-heraklion,https://www.geonames.org/261745,https://www.wikidata.org/wiki/Q160544,"35.34027777777778, 25.134444444444444",Ηράκλειο,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,oenb-cod-ser-53996-stuck-6-43r.jpg,[Reise nach Lesbos 1901. Nr. 1.],"OeNB: Cod. Ser. 53996, Stueck 6, 43r",http://data.onb.ac.at/rec/AC14015680,"[11) Do(nnerstag) 15. Aug(ust)]
„Wir machten 3 Aufnahmen
N(ummer) 22-24. Um 11 U(hr) vom
Schiff aus N(ummer) 25.“                            ",,,,,
0023. Irakleio,0022. Irakleio,0024. Irakleio,Fotos_0001-0028,Fotos_1-28,00000023.tif,00000024.tif,"9,9cm x 12,8cm",4824px x 6260px,23. Candia.,23. Candia [Irakleio].,23. Ηράκλειο.,,,OeNB: Cod. Ser. 54103/12,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,15.08.1901,15.08.1901,15.08.1901,Irakleio,Irakleio,https://id.acdh.oeaw.ac.at/place-heraklion,https://www.geonames.org/261745,https://www.wikidata.org/wiki/Q160544,"35.34027777777778, 25.134444444444444",Ηράκλειο,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,oenb-cod-ser-53996-stuck-6-43r.jpg,[Reise nach Lesbos 1901. Nr. 1.],"OeNB: Cod. Ser. 53996, Stueck 6, 43r",http://data.onb.ac.at/rec/AC14015680,"[11) Do(nnerstag) 15. Aug(ust)]
„Wir machten 3 Aufnahmen
N(ummer) 22-24. Um 11 U(hr) vom
Schiff aus  N(ummer) 25.“                           ",,,,,
0024. Irakleio,0023. Irakleio,0027. Thessaloniki,Fotos_0001-0028,Fotos_1-28,00000025.tif,00000026.tif,"10,4cm x 13,4cm",5048px x 6500px,24. Candia.,24. Candia [Irakleio].,24. Ηράκλειο.,Der Morosini-Brunnen,Η Κρήνη Μοροζίνι,OeNB: Cod. Ser. 54103/13,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,15.08.1901,15.08.1901,15.08.1901,Irakleio,Irakleio,https://id.acdh.oeaw.ac.at/place-heraklion,https://www.geonames.org/261745,https://www.wikidata.org/wiki/Q160544,"35.34027777777778, 25.134444444444444",Ηράκλειο,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,oenb-cod-ser-53996-stuck-6-43r.jpg,[Reise nach Lesbos 1901. Nr. 1.],"OeNB: Cod. Ser. 53996, Stueck 6, 43r",http://data.onb.ac.at/rec/AC14015680,"[11) Do(nnerstag) 15. Aug(ust)]
„Wir machten 3 Aufnahmen
N(ummer) 22-24. Um 11 U(hr) vom
Schiff aus  N(ummer) 25.“                            ",,,,,
0027. Thessaloniki,0024. Irakleio,0028. Thessaloniki,Fotos_0001-0028,Fotos_1-28,00000027.tif,00000028.tif,"10,4cm x 13,4cm",5116px x 6500px,27. Salonik.,27. Salonik [Thessaloniki].,27. Θεσσαλονίκη.,Ansicht von Thessaloniki vom Vlatades-Kloster aus,Άποψη της Θεσσαλονίκης από τη Μονή Βλατάδων,OeNB: Cod. Ser. 54103/14,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,21.08.1901,21.08.1901,21.08.1901,Thessaloniki,Thessaloniki,https://id.acdh.oeaw.ac.at/place-thessaloniki,https://www.geonames.org/734077,https://www.wikidata.org/wiki/Q17151,"40.640277777777776, 22.935555555555556",Θεσσαλονίκη,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,oenb-cod-ser-53996-stuck-6-46v.jpg,[Reise nach Lesbos 1901. Nr. 1.],"OeNB: Cod. Ser. 53996, Stueck 6, 46v",http://data.onb.ac.at/rec/AC14015680,"„17) Mi(ttwoch) 21. Aug(ust)
[...]
Nachm(ittag) mit ihm [Petros N. Papageorgiou] und seinen kleinen
Nichten zum Kloster (Tschausch Monastir) und zur
Burg von Salonik. Herrliche
Aussicht. Aufn(ahmen) 27-30.
gemacht.“",,oenb-cod-ser-53996-stuck-6-56v.jpg,[Reise nach Lesbos 1901. Nr. 1.],"OeNB: Cod. Ser. 53996, Stueck 6, 56v","„5 Uhr Salonik vor
dem Kloster Bl(ende) 6
M.“"
0028. Thessaloniki,0027. Thessaloniki,0029. [Thessaloniki],Fotos_0029-0060,Fotos_29-60,00000029.tif,00000030.tif,"10,4cm x 13,4cm",5036px x 6500px,28. Salonik.,28.  Salonik [Thessaloniki].,28. Θεσσαλονίκη.,Ansicht von Thessaloniki und dem Vorort Kalamaria vom Vlatades-Kloster aus,Άποψη της Θεσσαλονίκης και της Καλαμαριάς από τη Μονή Βλατάδων,OeNB: Cod. Ser. 54103/15,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,21.08.1901,21.08.1901,21.08.1901,Thessaloniki,Thessaloniki,https://id.acdh.oeaw.ac.at/place-thessaloniki,https://www.geonames.org/734077,https://www.wikidata.org/wiki/Q17151,"40.640277777777776, 22.935555555555556",Θεσσαλονίκη,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,oenb-cod-ser-53996-stuck-6-46v.jpg,[Reise nach Lesbos 1901. Nr. 1.],"OeNB: Cod. Ser. 53996, Stueck 6, 46v",http://data.onb.ac.at/rec/AC14015680,"„17) Mi(ttwoch) 21. Aug(ust)
[…]
Nachm(ittag) mit ihm [Petros N. Papageorgiou] und seinen kleinen
Nichten zum Kloster (Tschausch Monastir) und zur
Burg von Salonik. Herrliche
Aussicht. Aufn(ahmen) 27-30.
gemacht.“",,oenb-cod-ser-53996-stuck-6-56v.jpg,[Reise nach Lesbos 1901. Nr. 1.],"OeNB: Cod. Ser. 53996, Stueck 6, 56v","„5 U(hr) Salonik und Kala-
mária von der Wohnung des
Abtes, Bl(ende) 8 M.“"
0029. [Thessaloniki],0028. Thessaloniki,0031. Im Kloster der Mewlewi-Derwische in Salonik,Fotos_0029-0060,Fotos_29-60,00000031.tif,00000032.tif,"9,9cm x 12,8cm",6200px x 4820px,29.,29. [Thessaloniki],29. [Θεσσαλονίκη],Die Nichten und Neffe  des Byzantinisten Petros N. Papageorgiou am Vlatades-Kloster,Οι ανηψιές και ο ανηψιός του Βυζαντινολόγου Πέτρου Ν. Παπαγεωργίου στη Μονή Βλατάδων,OeNB: Cod. Ser. 54103/16,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,21.08.1901,21.08.1901,21.08.1901,Thessaloniki,Thessaloniki,https://id.acdh.oeaw.ac.at/place-thessaloniki,https://www.geonames.org/734077,https://www.wikidata.org/wiki/Q17151,"40.640277777777776, 22.935555555555556",Θεσσαλονίκη,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,oenb-cod-ser-53996-stuck-6-46v.jpg,[Reise nach Lesbos 1901. Nr. 1.],"OeNB: Cod. Ser. 53996, Stueck 6, 46v",http://data.onb.ac.at/rec/AC14015680,"„17) Mi(ttwoch) 21. Aug(ust)
[…]
Nachm(ittag) mit ihm [Petros N. Papageorgiou] und seinen kleinen
Nichten zum Kloster (Tschausch Monastir) und zur
Burg von Salonik. Herrliche
Aussicht. Aufn(ahmen) 27-30.
gemacht.“",,oenb-cod-ser-53996-stuck-6-56v.jpg,[Reise nach Lesbos 1901. Nr. 1.],"OeNB: Cod. Ser. 53996, Stueck 6, 56v","„¼ 6: 2 Nichten u(nd) Neffe
von Papageorgiu
Bl(ende) 128, B.“"
0031. Im Kloster der Mewlewi-Derwische in Salonik,0029. [Thessaloniki],0032. Das Kloster der Mewlewi-Derwische bei Salonik,Fotos_0029-0060,Fotos_29-60,00000033.tif,00000034.tif,"10,4cm x 13,4cm",5024px x 6524px,31. Im Kloster der Mewlewi-Derwische in Salonik.,31. Im Kloster der Mewlewi-Derwische in Salonik [Thessaloniki].,31. Στον Τεκέ των Μεβλεβί Δερβίσηδων στη Θεσσαλονίκη.,Das Innere des Mevlevi-Klosters mit einem Derwisch am Klosterbrunnen,Ο Τεκές των Μεβλεβί Δερβίσιδων με έναν Δερβίση στο συντριβάνι,OeNB: Cod. Ser. 54103/17,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,22.08.1901,22.08.1901,22.08.1901,Thessaloniki,Thessaloniki,https://id.acdh.oeaw.ac.at/place-thessaloniki,https://www.geonames.org/734077,https://www.wikidata.org/wiki/Q17151,"40.640277777777776, 22.935555555555556",Θεσσαλονίκη,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,oenb-cod-ser-53996-stuck-7-1.jpg,[Reise nach Lesbos 1901. Nr.] 2.,"OeNB: Cod. Ser. 53996, Stueck 7, 1",http://data.onb.ac.at/rec/AC14015680,"„18) Do(nnerstag) 22. Aug(ust)
Vorm(ittag) mit Papageorgiu im
Kloster der Mewlewi Derwische
(Derviches Tourneurs). Wir
photographierten ein Derwisch
am Klosterbrunnen. Beim Ver-
lassen d(es) Klosters kam der
Vorsteher zurück und lud uns
auf seine Veranda, wo
wir mit ihm Kaffee tranken.
Photographieren wollte er sich
nicht lassen, weil er kein
Bild von sich nach dem Tod
zurücklassen wollte“                                                                                                                       ",,,,,
0032. Das Kloster der Mewlewi-Derwische bei Salonik,0031. Im Kloster der Mewlewi-Derwische in Salonik,0034. Haus in der Gegend Kapoutzis bei Salonik,Fotos_0029-0060,Fotos_29-60,00000035.tif,00000036.tif,"10,4cm x 13,4cm",5024px x 6524px,32. Kloster der Mewlewi-Derwische bei Salonik.,32. Kloster der Mewlewi-Derwische bei Salonik [Thessaloniki].,32. O Τεκές των Μεβλεβί Δερβίσηδων στη Θεσσαλονίκη.,Das Mevlevi-Kloster in Thessaloniki von außen,Το εξωτερικό του Τεκέ των Μεβλεβί Δερβίσιδων,OeNB: Cod. Ser. 54103/18,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,22.08.1901,22.08.1901,22.08.1901,Thessaloniki,Thessaloniki,https://id.acdh.oeaw.ac.at/place-thessaloniki,https://www.geonames.org/734077,https://www.wikidata.org/wiki/Q17151,"40.640277777777776, 22.935555555555556",Θεσσαλονίκη,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,oenb-cod-ser-53996-stuck-7-1.jpg,[Reise nach Lesbos 1901. Nr.] 2.,"OeNB: Cod. Ser. 53996, Stueck 7, 1",http://data.onb.ac.at/rec/AC14015680,"„18) Do(nnerstag) 22. Aug(ust)
Vorm(ittag) mit Papageorgiu im
Kloster der Mewlewi Derwische
(Derviches Tourneurs). Wir
photographoerten ein Derwisch
am Klosterbrunnen. Beim Ver-
lassen d(es) Klosters kam der
Vorsteher zurück und lud uns
auf seine Veranda, wo
wir mit ihm Kaffee tranken.
Photographieren wollte er sich
nicht lassen, weil er kein
Bild von sich nach dem Tod
zurücklassen wollte“                                                                                                                                                  ",,,,,
0034. Haus in der Gegend Kapoutzis bei Salonik,0032. Das Kloster der Mewlewi-Derwische bei Salonik,0037. Kavala,Fotos_0029-0060,Fotos_29-60,00000037.tif,00000038.tif,"10,4cm x 13,4cm",5080px x 6524px,34. Haus in Καπουτζής bei Salonik.,34. Haus in Kapoutzis bei Salonik [Thessaloniki],34. Σπίτι [στην περιοχή] Καπουτζής στη Θεσσαλονίκη,Haus mit Backofen (neben der Eingangstür) in der Gegend Kapoutzis (heute Pylaia),Σπίτι στην περιοχή Καπουτζής (σήμερινή Πυλαία),OeNB: Cod. Ser. 54103/19,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,24.08.1901,24.08.1901,24.08.1901,Thessaloniki,Thessaloniki,https://id.acdh.oeaw.ac.at/place-thessaloniki,https://www.geonames.org/734077,https://www.wikidata.org/wiki/Q17151,"40.640277777777776, 22.935555555555556",Θεσσαλονίκη,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,oenb-cod-ser-53996-stuck-7-8.jpg,[Reise nach Lesbos 1901. Nr.] 2.,"OeNB: Cod. Ser. 53996, Stueck 7, 8",http://data.onb.ac.at/rec/AC14015680,"[S(am)s(tag) 24. Aug(ust)]
„Ich nahm eine Hütte mit Back-
ofen links vom aussen auf (N(ummer) 34).“",,,,,
0037. Kavala,0034. Haus in der Gegend Kapoutzis bei Salonik,0038. Kavala,Fotos_0029-0060,Fotos_29-60,00000039.tif,00000040.tif,"10,4cm x 13,4cm",5080px x 6524px,37. Cavalla.,37. Cavalla [Kavala].,37. Καβάλα.,"Ansischt von Kavala mit ihrer Burg, vom Schiff aufgenommen",Άποψη της Καβάλας με το κάστρο της,OeNB: Cod. Ser. 54103/20,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,27.08.1901,27.08.1901,27.08.1901,Kavala,Kavala,https://id.acdh.oeaw.ac.at/place-kavala,https://www.geonames.org/735861,https://www.wikidata.org/wiki/Q187352,"40.93959, 24.40687",Καβάλα,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,oenb-cod-ser-53996-stuck-7-13.jpg,[Reise nach Lesbos 1901. Nr.] 2.,"OeNB: Cod. Ser. 53996, Stueck 7, 13",http://data.onb.ac.at/rec/AC14015680,"„23) Di(enstag) 27. Aug(ust)
[Aufnahme] N(ummer) 37: Bl(ende) 16, M.
Vom Schiff aus Cavalla mit
Kastro“",,,,,
0038. Kavala,0037. Kavala,0040. Mytilini (Kai),Fotos_0029-0060,Fotos_29-60,00000041.tif,00000042.tif,"10,4cm x 13,4cm",5080px x 6524px,38. Cavalla.,38. Cavalla [Kavala].,38. Καβάλα.,Das Aquädukt von Kavala,Το υδραγωγείο της Καβάλας,OeNB: Cod. Ser. 54103/21,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,27.08.1901,27.08.1901,27.08.1901,Kavala,Kavala,https://id.acdh.oeaw.ac.at/place-kavala,https://www.geonames.org/735861,https://www.wikidata.org/wiki/Q187352,"40.93959, 24.40687",Καβάλα,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,oenb-cod-ser-53996-stuck-7-13.jpg,[Reise nach Lesbos 1901. Nr.] 2.,"OeNB: Cod. Ser. 53996, Stueck 7, 13",http://data.onb.ac.at/rec/AC14015680,"„23) Di(enstag) 27. Aug(ust)
[Aufnahme] N(ummer) 38: Bl(ende) 24, M.
Aquaeduct in Cavalla“",,,,,
0040. Mytilini (Kai),0038. Kavala,0041. Der Golf von Gera,Fotos_0029-0060,Fotos_29-60,00000043.tif,00000044.tif,"10,4cm x 13,4cm",5080px x 6572px,40. Μυτιλήνη (Kai).,40. Mytilini (Kai).,40. Μυτιλήνη (προκυμαία).,"Die Burg und der Kai von Mytilini, aufgenommen vom Hotel „Grande Bretagne“",Το κάστρο και η προκυμαία της Μυτιλήνης φωτογραφημένα από το ξενοδοχείο „Μεγάλη Βρετανία“,OeNB: Cod. Ser. 54103/22,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,30.08.1901,30.08.1901,30.08.1901,Mytilini/Lesbos,Mytilini/Lesbos,https://id.acdh.oeaw.ac.at/place-mytilene,https://www.geonames.org/256866,https://www.wikidata.org/wiki/Q189059,"39.1047, 26.5536",Μυτιλήνη/Λέσβος,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,oenb-cod-ser-53996-stuck-7-20.jpg,[Reise nach Lesbos 1901. Nr.] 2.,"OeNB: Cod. Ser. 53996, Stueck 7, 20",http://data.onb.ac.at/rec/AC14015680,"[26) Fr(eitag) 30. Aug(ust)]
„Um 4 U(hr) Aufn(ahme) von Mytilini
Burg: Bl(ende) 20. M. grell.“",,,,,
0041. Der Golf von Gera,0040. Mytilini (Kai),0041. Der Golf von Jera,Fotos_0029-0060,Fotos_29-60,00000045.tif,00000046.tif,"9,9cm x 12,8cm",4828px x 6284px,41. Busen von Jera.,41. Busen von Jera.,41. Ο Κόλπος της Γέρας.,,,OeNB: Cod. Ser. 54103/23,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,04.09.1901,04.09.1901,04.09.1901,Golf von Gera/Lesbos,Golf von Gera/Lesbos,https://id.acdh.oeaw.ac.at/place-gera,,https://www.wikidata.org/wiki/Q2479092,"39.03861, 26.45583",Κόλπος Γέρας/Λέσβος,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,,,,,,,,,,
0041. Der Golf von Jera,0041. Der Golf von Gera,0042. Agios Ilias vom Wege nach Agiassos aus,Fotos_0029-0060,Fotos_29-60,00000047.tif,00000048.tif,"10,4cm x 13,4cm",5056px x 6556px,41. Golf von Jera.,41. Golf von Jera.,41. Ο Κόλπος της Γέρας.,,,OeNB: Cod. Ser. 54103/24,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,04.09.1901,04.09.1901,04.09.1901,Golf von Gera/Lesbos,Golf von Gera/Lesbos,https://id.acdh.oeaw.ac.at/place-gera,,https://www.wikidata.org/wiki/Q2479092,"39.03861, 26.45583",Κόλπος Γέρας/Λέσβος,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,,,,,,,,,,
0042. Agios Ilias vom Wege nach Agiassos aus,0041. Der Golf von Jera,0043. Agios Ilias,Fotos_0029-0060,Fotos_29-60,00000049.tif,00000050.tif,"10,4cm x 13,4cm",5056px x 6492px,42. Άγ. Ηλίας vom Wege nach Ajassu aus.,42. Ag(ios) Ilias vom Wege nach Ajassu [Agiasos] aus.,42. Ο Άγ(ιος) Ηλίας στο δρόμο προς Αγιάσο.,Der Hauptgipfel „Profitis Ilias“ des Berges Olymp aufgenommen vom Wege nach Agiasos aus,Η κορυφή Προφήτης Ηλίας του όρους Όλυμπος φωτογραφημένη καθ' οδόν προς την Αγιάσο,OeNB: Cod. Ser. 54103/25,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,04.09.1901,07.09.1901,04.-07.09.1901,Lesbos,Lesbos,https://id.acdh.oeaw.ac.at/place-lesbos,https://www.geonames.org/258466,https://www.wikidata.org/wiki/Q128087,"39.21, 26.28",Λέσβος,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,,,,,,,,,,
0043. Agios Ilias,0042. Agios Ilias vom Wege nach Agiassos aus,0045. Agiasos,Fotos_0029-0060,Fotos_29-60,00000051.tif,00000052.tif,"10,4cm x 13,4cm",5100px x 6492px,43. Άγ. Ηλίας.,43. Ag(ios) Ilias.,43. Άγ(ιος) Ηλίας.,Der Hauptgipfel „Profitis Ilias“ des Berges Olymp,Η κορυφή Προφήτης Ηλίας του όρους Όλυμπος,OeNB: Cod. Ser. 54103/26,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,04.09.1901,07.09.1901,04.-07.09.1901,Lesbos,Lesbos,https://id.acdh.oeaw.ac.at/place-lesbos,https://www.geonames.org/258466,https://www.wikidata.org/wiki/Q128087,"39.21, 26.28",Λέσβος,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,oenb-cod-ser-53996-stueck-7-74.jpg,[Reise nach Lesbos 1901. Nr.] 2.,"OeNB: Cod. Ser. 53996, Stueck 7, 74",http://data.onb.ac.at/rec/AC14015680,"„Aufn(ahme) N(ummer) 7: ½ 8, Bl(ende) 8
hell, M: Olymp,
Άγλιας = Άγιος Ηλίας“",,,,,
0045. Agiasos,0043. Agios Ilias,0046. Agiasos,Fotos_0029-0060,Fotos_29-60,00000053.tif,00000054.tif,"10,4cm x 13,4cm",5100px x 6492px,45. Ajassu.,45. Ajassu [Agiasos].,45. Αγιάσος.,"Eirini Karagianni und Panagioutouda Koulaxizeli mit Maria Tzanavarina, ihrer Grossmutter in der Mitte",Η Ειρήνη Καράγιαννη και η Παναγιουτούδα Νικόλα Κουλαξιζέλη μαζί με τη γιαγιά τους Μαρία Τζαναβάρινα στη μέση,OeNB: Cod. Ser. 54103/27,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,04.09.1901,07.09.1901,04.-07.09.1901,Agiasos/Lesbos,Agiasos/Lesbos,https://id.acdh.oeaw.ac.at/place-agiasos,https://www.geonames.org/264146,https://www.wikidata.org/wiki/Q2638873,"39.08333, 26.37111",Αγιάσος/Λέσβος,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,oenb-cod-ser-53996-stueck-7-77.jpg,[Reise nach Lesbos 1901. Nr.] 2.,"OeNB: Cod. Ser. 53996, Stueck 7, 77",http://data.onb.ac.at/rec/AC14015680,"„Aufn(ahme) [Nummer] 9: 12 U(hr): Ειρήνη
und Παναγιουτούδα mit der
Grossmutter in der Mitte
B. Bl(ende) 100
[...]
Die Alte heißt Μαρία Τζανα-
βάρινα
Ειρήν’ Καράγιανν̉
Παναγιουτούδα Νικόλα
Κουλαξιζέλ’“",p0009 p0010 p0024,,,,
